match,entity,minutesPlayed,goalScored,timestamp,team,playerankScore,wasteScore,netScore,roleCluster
5001,1000,68,1,2018-01-01 15:00:00,106,-0.279593,0.389021,-0.668615,6
5001,1001,61,0,2018-01-01 15:00:00,119,-0.140663,0.147577,-0.28824,7
5001,1002,75,0,2018-01-01 15:00:00,114,0.4054,0.586867,-0.181467,6
5001,1003,90,0,2018-01-01 15:00:00,110,-0.051425,0.010132,-0.061557,0
5001,1004,89,0,2018-01-01 15:00:00,107,0.450551,-0.220112,0.670663,3
5001,1005,69,0,2018-01-01 15:00:00,106,0.292208,0.111033,0.181175,4
5001,1006,90,0,2018-01-01 15:00:00,118,0.008405,-0.258498,0.266903,7
5001,1007,90,0,2018-01-01 15:00:00,110,0.458264,-0.241619,0.699883,3
5001,1008,86,0,2018-01-01 15:00:00,110,0.381584,0.248977,0.132607,5
5001,1009,68,0,2018-01-01 15:00:00,103,0.209248,0.003341,0.205907,4
5001,1010,90,0,2018-01-01 15:00:00,107,0.259836,0.031116,0.22872,6
5001,1011,90,0,2018-01-01 15:00:00,102,0.157622,0.026103,0.131519,6
5001,1012,80,0,2018-01-01 15:00:00,101,-0.361818,0.247855,-0.609672,4
5001,1013,90,0,2018-01-01 15:00:00,111,-0.044948,0.034342,-0.07929,6
5001,1014,73,0,2018-01-01 15:00:00,105,0.052819,0.233581,-0.180762,2
5001,1015,90,0,2018-01-01 15:00:00,101,0.160202,-0.036884,0.197086,4
5001,1016,89,0,2018-01-01 15:00:00,100,0.273765,-0.028187,0.301952,3
5001,1017,62,0,2018-01-01 15:00:00,111,0.455968,0.06406,0.391908,4
5001,1018,65,0,2018-01-01 15:00:00,111,0.21769,0.198113,0.019577,7
5001,1019,87,0,2018-01-01 15:00:00,116,0.410835,0.182042,0.228794,6
5001,1020,90,0,2018-01-01 15:00:00,109,0.097238,0.259896,-0.162657,2
5001,1021,89,0,2018-01-01 15:00:00,115,0.092251,0.276313,-0.184062,2
5001,1022,82,0,2018-01-01 15:00:00,114,-0.195179,-0.304855,0.109676,5
5001,1023,51,0,2018-01-01 15:00:00,114,-0.196046,0.416249,-0.612296,3
5001,1024,66,0,2018-01-01 15:00:00,118,-0.034668,0.084218,-0.118886,1
5001,1025,90,0,2018-01-01 15:00:00,111,-0.010753,-0.074882,0.064129,1
5001,1026,90,1,2018-01-01 15:00:00,119,0.643798,0.421101,0.222696,4
5001,1027,70,0,2018-01-01 15:00:00,102,0.399221,0.204903,0.194317,5
5001,1028,87,0,2018-01-01 15:00:00,104,-0.227421,-0.064792,-0.162629,0
5001,1029,75,0,2018-01-01 15:00:00,118,0.186813,-0.014431,0.201244,4
5001,1030,61,1,2018-01-01 15:00:00,106,0.680227,0.076295,0.603932,5
5001,1031,90,0,2018-01-01 15:00:00,108,0.336091,0.377749,-0.041658,3
5001,1032,76,0,2018-01-01 15:00:00,106,-0.15849,-0.302666,0.144176,3
5001,1033,64,0,2018-01-01 15:00:00,117,0.622334,-0.694936,1.31727,3
5001,1034,90,0,2018-01-01 15:00:00,103,-0.537756,-0.306721,-0.231035,3
5001,1035,58,0,2018-01-01 15:00:00,113,0.457712,0.241572,0.216139,3
5001,1036,76,0,2018-01-01 15:00:00,117,0.272083,0.177247,0.094837,5
5001,1037,89,0,2018-01-01 15:00:00,108,0.16886,0.018003,0.150857,5
5001,1038,90,0,2018-01-01 15:00:00,101,-0.094481,0.507776,-0.602258,2
5001,1039,70,0,2018-01-01 15:00:00,119,-0.022753,0.041072,-0.063824,7
5001,1040,70,0,2018-01-01 15:00:00,114,0.355189,-0.024727,0.379916,1
5001,1041,84,0,2018-01-01 15:00:00,106,-0.110413,0.258955,-0.369367,6
5001,1042,88,0,2018-01-01 15:00:00,111,-0.128178,0.128668,-0.256846,3
5001,1043,81,0,2018-01-01 15:00:00,107,-0.202703,-0.046025,-0.156678,0
5001,1044,90,0,2018-01-01 15:00:00,114,-0.204527,0.311422,-0.515949,6
5001,1045,80,0,2018-01-01 15:00:00,102,0.018735,0.256395,-0.23766,5
5001,1046,75,1,2018-01-01 15:00:00,113,-0.061432,0.12895,-0.190382,0
5001,1047,90,0,2018-01-01 15:00:00,116,-0.173593,0.340619,-0.514212,0
5001,1048,90,0,2018-01-01 15:00:00,103,-0.29147,-0.284683,-0.006788,0
5001,1049,79,0,2018-01-01 15:00:00,117,0.327558,-0.054316,0.381874,2
5001,1050,67,0,2018-01-01 15:00:00,107,0.443127,-0.034112,0.477239,5
5001,1051,90,0,2018-01-01 15:00:00,103,-0.086081,0.080923,-0.167004,0
5001,1052,72,0,2018-01-01 15:00:00,101,0.134222,-0.148071,0.282293,3
5001,1053,72,2,2018-01-01 15:00:00,105,-0.003298,0.283289,-0.286588,4
5001,1054,84,0,2018-01-01 15:00:00,109,-0.205198,-0.084534,-0.120664,0
5001,1055,79,0,2018-01-01 15:00:00,103,0.532666,0.025048,0.507618,2
5001,1056,87,1,2018-01-01 15:00:00,117,0.09305,-0.086412,0.179461,6
5001,1057,73,0,2018-01-01 15:00:00,111,0.610412,0.133328,0.477084,5
5001,1058,87,0,2018-01-01 15:00:00,101,-0.023149,0.181574,-0.204723,7
5001,1059,90,0,2018-01-01 15:00:00,109,0.106364,0.375742,-0.269378,2
5001,1060,78,0,2018-01-01 15:00:00,103,0.370458,0.321373,0.049086,0
5001,1061,71,0,2018-01-01 15:00:00,113,0.443483,-0.172645,0.616129,5
5001,1062,51,0,2018-01-01 15:00:00,115,0.236867,-0.309608,0.546475,4
5001,1063,87,0,2018-01-01 15:00:00,114,0.119078,-0.221528,0.340606,0
5001,1064,90,0,2018-01-01 15:00:00,107,0.312648,0.380845,-0.068197,2
5001,1065,72,1,2018-01-01 15:00:00,113,0.050002,0.304067,-0.254065,1
5001,1066,78,0,2018-01-01 15:00:00,107,-0.453208,0.224092,-0.6773,3
5001,1067,79,0,2018-01-01 15:00:00,115,0.3273,-0.036852,0.364153,7
5001,1068,73,0,2018-01-01 15:00:00,112,-0.002193,0.088431,-0.090624,6
5001,1069,88,0,2018-01-01 15:00:00,117,0.276914,-0.188205,0.465119,2
5001,1070,84,0,2018-01-01 15:00:00,114,-0.309644,0.250835,-0.560478,5
5001,1071,90,0,2018-01-01 15:00:00,112,-0.26859,0.007846,-0.276436,7
5001,1072,76,0,2018-01-01 15:00:00,108,0.57418,0.335941,0.238238,7
5001,1073,90,0,2018-01-01 15:00:00,114,0.247427,0.282682,-0.035255,7
5001,1074,62,0,2018-01-01 15:00:00,112,0.327862,-0.393593,0.721455,0
5001,1075,47,0,2018-01-01 15:00:00,100,-0.551037,-0.006656,-0.544382,3
5001,1076,54,0,2018-01-01 15:00:00,106,0.49892,-0.317865,0.816785,0
5001,1077,86,0,2018-01-01 15:00:00,108,0.133926,-0.005941,0.139867,5
5001,1078,85,0,2018-01-01 15:00:00,100,-0.381006,0.09209,-0.473095,0
5001,1079,75,0,2018-01-01 15:00:00,111,-0.192272,0.217652,-0.409924,1
5001,1080,72,0,2018-01-01 15:00:00,107,-0.234985,0.054127,-0.289112,3
5001,1081,77,0,2018-01-01 15:00:00,110,-0.177129,-0.3335,0.156371,3
5001,1082,69,0,2018-01-01 15:00:00,118,0.740008,0.002352,0.737656,5
5001,1083,70,0,2018-01-01 15:00:00,116,0.060428,0.249305,-0.188877,6
5001,1084,75,0,2018-01-01 15:00:00,107,-0.069459,-0.046985,-0.022474,1
5001,1085,47,0,2018-01-01 15:00:00,102,-0.600517,-0.039792,-0.560725,2
5001,1086,90,0,2018-01-01 15:00:00,102,0.183302,0.020405,0.162897,0
5001,1087,43,0,2018-01-01 15:00:00,100,0.262959,0.357176,-0.094217,4
5001,1088,70,0,2018-01-01 15:00:00,104,-0.21657,-0.326296,0.109725,0
5001,1089,90,0,2018-01-01 15:00:00,109,-0.368509,0.028518,-0.397027,7
5001,1090,81,0,2018-01-01 15:00:00,106,0.007943,0.254144,-0.246201,0
5001,1091,90,0,2018-01-01 15:00:00,108,-0.168326,-0.002588,-0.165738,2
5001,1092,90,0,2018-01-01 15:00:00,106,-0.252351,-0.318405,0.066054,0
5001,1093,81,0,2018-01-01 15:00:00,108,0.662517,0.073717,0.5888,1
5001,1094,71,0,2018-01-01 15:00:00,107,-0.105501,-0.029246,-0.076255,1
5001,1095,90,1,2018-01-01 15:00:00,111,-0.198465,-0.547234,0.34877,3
5001,1096,83,0,2018-01-01 15:00:00,101,0.267667,-0.021683,0.289349,5
5001,1097,65,1,2018-01-01 15:00:00,100,0.078307,0.179218,-0.100911,6
5001,1098,70,0,2018-01-01 15:00:00,115,-0.573735,0.161091,-0.734825,4
5001,1099,38,0,2018-01-01 15:00:00,104,0.127135,0.040825,0.08631,7
5001,1100,89,0,2018-01-01 15:00:00,102,0.088252,-0.222708,0.31096,0
5001,1101,55,0,2018-01-01 15:00:00,111,-0.488121,0.514911,-1.003032,0
5001,1102,90,0,2018-01-01 15:00:00,107,-0.168065,0.008602,-0.176667,2
5001,1103,90,0,2018-01-01 15:00:00,102,-0.022477,0.216565,-0.239042,5
5001,1104,88,0,2018-01-01 15:00:00,100,-0.651802,-0.0912,-0.560601,1
5001,1105,81,0,2018-01-01 15:00:00,102,-0.133827,0.086364,-0.220191,4
5001,1106,90,0,2018-01-01 15:00:00,104,0.086709,-0.077818,0.164527,3
5001,1107,88,0,2018-01-01 15:00:00,114,0.166018,-0.050725,0.216743,1
5001,1108,84,0,2018-01-01 15:00:00,113,0.074291,-0.099324,0.173615,7
5001,1109,90,0,2018-01-01 15:00:00,102,0.773211,-0.058742,0.831952,5
5001,1110,51,0,2018-01-01 15:00:00,100,-0.655482,-0.216744,-0.438738,7
5001,1111,80,0,2018-01-01 15:00:00,104,-0.10922,-0.237016,0.127796,6
5001,1112,83,0,2018-01-01 15:00:00,113,0.309554,-0.488909,0.798464,3
5001,1113,88,0,2018-01-01 15:00:00,106,0.227494,0.112073,0.11542,6
5001,1114,89,0,2018-01-01 15:00:00,108,0.191608,0.002455,0.189153,2
5001,1115,86,0,2018-01-01 15:00:00,114,0.637163,-0.112606,0.749769,7
5001,1116,81,0,2018-01-01 15:00:00,114,0.33916,-0.085704,0.424864,2
5001,1117,90,0,2018-01-01 15:00:00,109,-0.132962,-0.11135,-0.021612,0
5001,1118,73,0,2018-01-01 15:00:00,112,-0.084728,-0.116718,0.03199,6
5001,1119,90,0,2018-01-01 15:00:00,118,0.263781,0.188069,0.075712,5
5002,1000,68,0,2018-01-08 15:00:00,106,0.120264,0.454394,-0.334129,6
5002,1001,90,0,2018-01-08 15:00:00,119,-0.417441,0.018992,-0.436433,7
5002,1002,84,0,2018-01-08 15:00:00,114,0.192544,0.067918,0.124626,6
5002,1003,80,0,2018-01-08 15:00:00,110,-0.327312,-0.082414,-0.244898,0
5002,1004,87,0,2018-01-08 15:00:00,107,0.093551,0.098471,-0.00492,3
5002,1005,62,0,2018-01-08 15:00:00,106,-0.005748,0.102467,-0.108215,4
5002,1006,65,1,2018-01-08 15:00:00,118,0.433912,-0.11737,0.551281,7
5002,1007,90,0,2018-01-08 15:00:00,110,0.022996,-0.035537,0.058534,3
5002,1008,90,0,2018-01-08 15:00:00,110,-0.025835,-0.031381,0.005546,5
